"vehicle","chunk","direction","fraction","start_datetime","transactions","group"
"1226",0,0,0.871186489177376,2018-08-06 03:41:42,10,"3-1226-0"
"1226",1,0,0.903765212448126,2018-08-06 03:43:11,1,"3-1226-0"
"1226",2,0,0.914594330102925,2018-08-06 03:43:49,0,"3-1226-0"
"1226",3,0,0.965474719393249,2018-08-06 03:45:26,0,"3-1226-0"
"1226",4,0,0.999819394180512,2018-08-06 03:46:51,1,"3-1226-0"
"1226",5,1,0,2018-08-06 03:47:13,0,"3-1226-1"
"1226",6,1,0.0494770094910253,2018-08-06 03:49:49,0,"3-1226-1"
"1226",7,1,0.102675729366079,2018-08-06 03:50:52,1,"3-1226-1"
"1226",8,1,0.531426992578812,2018-08-06 04:00:58,2,"3-1226-1"
"1226",9,1,0.597776602780778,2018-08-06 04:02:01,0,"3-1226-1"
"1226",10,1,0.636426837983938,2018-08-06 04:02:44,0,"3-1226-1"
"1226",11,1,0.666476051785978,2018-08-06 04:03:13,0,"3-1226-1"
"1226",12,1,0.785352062053556,2018-08-06 04:06:10,0,"3-1226-1"
"1226",13,1,0.829103037721989,2018-08-06 04:06:51,0,"3-1226-1"
"1226",14,1,0.853488062469526,2018-08-06 04:07:47,0,"3-1226-1"
"1226",15,1,0.877097686830236,2018-08-06 04:08:08,0,"3-1226-1"
"1226",16,1,0.920956170592977,2018-08-06 04:09:04,0,"3-1226-1"
"1226",17,1,0.999720957386812,2018-08-06 04:10:50,0,"3-1226-1"
"1226",18,0,0,2018-08-06 04:13:14,1,"3-1226-2"
"1282",0,0,0.871186489177376,2018-08-06 04:17:23,10,"3-1282-0"
"1226",19,0,0.051077783177666,2018-08-06 04:17:25,0,"3-1226-2"
"1226",20,0,0.0869311207212589,2018-08-06 04:18:23,1,"3-1226-2"
"1226",21,0,0.113986121910725,2018-08-06 04:19:20,1,"3-1226-2"
"1226",22,0,0.153287395991182,2018-08-06 04:20:49,0,"3-1226-2"
"1282",1,0,0.903765212448126,2018-08-06 04:22:06,2,"3-1282-0"
"1282",2,0,0.914594330102925,2018-08-06 04:22:37,0,"3-1282-0"
"1226",23,0,0.233049012764581,2018-08-06 04:23:48,0,"3-1226-2"
"1282",3,0,0.965474719393249,2018-08-06 04:24:51,0,"3-1282-0"
"1226",24,0,0.267350191032581,2018-08-06 04:24:59,0,"3-1226-2"
